id_original,nombre_referencia,total_docs,toxicidad_genetica,carcinogenesis,disrupcion_endocrina,toxicidad_metabolica,microbiota_gut_health,barrera_hematoencefalica,inmunotoxicidad_alergia,inflamacion_cronica,potencial_bioactivo,evidencia_clinica_humana,estudios_mecanisticos
506,Monopotassium tartrate,1,0,0,0,0,0,0,0,0,0,0,0
507,Shellac,533,2,25,7,5,4,1,33,6,61,42,79
508,Caramel,1550,38,186,45,29,3,11,17,16,88,180,152
509,Lycopene,7574,319,1263,363,300,56,101,58,479,6206,1266,2205
510,Beta-carotene,19654,710,2937,600,576,94,109,140,587,13489,3443,4205
511,Buffered vinegar,520,3,93,19,26,2,5,5,10,18,125,32
512,Lactylated fatty acid esters of glycerol and propane-1,233,5,41,12,11,0,3,5,2,5,55,19
513,ferrous hexacyanomanganate,239,3,51,7,7,0,2,2,0,7,62,17
514,calcium gluconate,2424,21,247,290,45,8,29,33,20,131,352,162
515,Sodium malates,8182,88,305,134,103,56,54,113,187,1222,410,1882
516,calcium glycerophosphate,476,2,69,17,9,1,2,4,4,16,105,71
517,Glycine,120326,1865,7999,8098,1564,1038,2563,1633,2135,9428,5217,37295
518,Flavoxanthin,18,0,1,1,0,0,0,0,1,10,0,5
519,Spermaceti,134,0,9,2,5,1,1,0,4,2,20,9
520,Sodium stearoyl-2-lactylate,256,2,43,5,7,1,0,2,3,10,62,22
521,Hydroxypropyl starch,315,1,12,9,4,2,3,0,3,15,11,35
522,E543 food additive,235,0,42,9,8,1,2,5,5,9,60,27
523,Propane-1‚2-diol alginate,983,10,124,27,16,1,5,14,16,74,133,172
524,Nitrogen,347727,5900,16307,7591,3008,1634,1704,2799,7733,30713,17905,54733
525,Ferrous carbonate,279,5,46,11,4,0,4,3,3,10,68,18
526,Tertiary-butylhydroquinone (tbhq),2158,122,506,133,34,6,53,33,135,1466,103,913
527,Brominated vegetable oil,339,3,60,8,17,2,1,7,6,9,83,19
528,Scarlet GN,1014,9,148,46,22,3,9,13,18,30,165,73
529,Distarch phosphate,132,2,14,2,3,1,1,0,4,6,21,16
530,Copper complexes of chlorophylls and chlorophyllins,986,27,183,38,19,2,9,13,16,32,199,65
531,Trisodium citrate,824,6,29,8,2,1,1,4,10,57,94,137
532,Disodium guanylate,257,1,27,19,3,0,1,0,3,10,56,34
533,Isobutane,888,12,36,6,3,0,3,3,3,22,9,111
534,sodium lactate,1760,11,124,41,25,5,19,25,49,111,229,288
535,petroleum jelly,414,2,15,2,0,1,3,20,11,27,92,40
536,Calcium phosphates,16768,56,782,258,61,22,15,130,279,872,1450,5445
537,Sodium diacetate,171,2,0,0,0,0,0,0,0,5,0,20
538,Beta-carotene from blakeslea trispora,103,2,1,0,0,0,0,0,1,64,0,32
539,Azorubine,1086,13,146,36,22,2,9,22,17,40,157,84
540,Benzoic acid,3741258,81553,356975,240558,89496,45133,58533,39507,124646,425528,223079,1192498
541,Exxx food additive,384128,5668,27102,40843,33759,5416,5419,3844,9757,40631,26052,105787
542,Guaiacum,452,8,73,20,15,3,3,0,33,21,84,64
543,Sodium carboxy methyl cellulose,512,11,63,21,13,9,7,8,19,59,55,95
544,Glycyrrhizin,4385,91,403,338,109,85,75,123,659,2979,261,1770
545,Potassium alginate,310,2,51,9,12,3,4,2,9,7,74,31
546,Formic acid,19298,260,780,252,82,107,123,59,86,1281,513,1873
547,Carbonates,13544,60,334,157,26,11,34,22,32,589,295,1050
548,Glyceryl triacetate,649,3,32,9,5,8,9,5,13,65,40,138
549,Lecithins,3294,23,165,77,53,42,25,44,44,480,187,663
550,Black iron oxide,27,0,1,0,0,0,0,1,1,1,2,7
551,Beta-apo-8′-carotenal (c30),169,12,8,2,3,0,0,1,1,131,1,58
552,Malvidin,1166,19,56,28,32,16,14,3,58,464,20,338
553,Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids,2,0,0,0,0,0,0,0,0,0,0,0
554,Sodium ethyl p-hydroxybenzoate,647749,9633,39084,43730,11787,7050,8335,10297,19156,76311,56994,161780
555,Monocalcium citrate,1,0,0,0,0,0,0,0,0,0,0,0
556,Polyvinylpolypyrrolidone,348,5,22,7,3,2,2,6,2,34,22,74
557,Cochineal,8994,216,1087,382,249,56,89,141,405,838,1246,2283
558,Potassium benzoate,3076,83,216,95,22,31,19,65,34,477,189,530
559,Oat lecithin,15,1,0,2,2,0,0,0,0,1,2,3
560,Sodium carbonates,11784,69,629,426,216,32,83,106,121,896,2238,2079
561,Sorbitan monostearate,11774084,181476,1618531,681770,275647,40276,171245,158928,362420,613447,2458422,1881131
562,Alginic acid,1242,13,89,50,12,11,11,11,36,89,113,210
563,Magnesium sulphate,2186,13,74,44,19,2,60,87,23,133,821,127
564,Butylated hydroxyanisole (bha),4822885,69074,654382,265851,137170,22562,70934,69233,169066,244403,1251760,656492
565,Methylphenylpolysiloxane,4,0,0,0,0,0,0,0,0,0,0,0
566,Potassium metabisulphite,559,4,81,25,15,2,3,6,6,20,107,56
567,Gellan gum,1993,9,84,36,24,25,11,10,42,237,89,733
568,Calcium carbonate,15405,63,563,530,147,47,33,159,107,490,1371,1914
569,Desconocido,607,5,191,23,5,1,3,13,5,14,108,25
570,Potassium aluminium silicate,231,0,36,8,9,0,2,3,5,7,70,20
571,Inosinic acid,416,6,45,14,8,4,2,6,15,28,58,74
572,Succinic acid,10694,112,595,342,220,243,118,73,238,1185,402,2700
573,iron gluconate,297,1,35,11,5,2,2,9,10,8,70,33
574,Potassium sulphate,104,1,2,1,0,0,0,3,2,3,4,10
575,Orthophenyl phenol,1165,56,369,55,16,0,4,14,12,73,128,144
576,methyl cellulose,2308,33,188,66,35,9,17,17,78,280,124,751
577,Maltitol syrup,8,0,0,0,0,0,0,1,0,1,2,0
578,Anthocyanins,19906,392,1057,540,789,404,216,89,885,8378,935,7003
579,Polyphosphates,0,0,0,0,0,0,0,0,0,0,0,0
580,Rice bran wax,176,4,16,4,3,2,1,2,2,10,16,31
581,Calcium silicate,276547,4961,27770,13492,5543,1114,3542,3186,6717,16092,63408,36882
582,Canthaxanthin,946,27,113,8,6,0,2,9,13,795,50,212
583,Wax ester,557,1,18,15,13,3,2,5,4,12,34,161
584,Sucroglycerides,247,0,50,9,5,0,3,4,7,3,64,21
585,Gluconic acid,2769,30,191,111,28,36,8,14,43,293,216,667
586,Castor oil,3150,28,167,110,13,42,12,117,55,414,201,716
587,Ascorbyl palmitate,336,9,29,5,4,3,4,1,15,284,10,72
588,Potassium bromate,520,185,342,15,2,1,5,8,7,135,5,102
589,Potassium pectate,3,0,0,0,0,0,0,0,0,1,0,0
590,Dipotassium inosinate,515,6,48,18,6,3,2,1,9,39,43,115
591,acetone peroxide,104,1,8,1,5,1,2,0,4,3,32,5
592,Cyanidin,4402,132,259,165,193,104,61,17,279,2048,91,1734
593,ferric ammonium citrate,1084,23,190,72,23,4,20,4,84,180,93,472
594,Sorbitan trioleate,311,2,43,15,12,1,2,3,6,17,73,41
595,Stearyl tartrate,256,2,37,13,6,0,5,5,2,8,65,24
596,Esters of Colophane,92,1,9,3,1,0,4,0,2,4,29,9
597,Tannin,7065,100,314,133,65,102,27,61,139,1641,288,1493
598,Potassium sodium tartrate,443,4,75,18,10,3,4,6,10,15,94,37
599,Potassium bromate,305317,2680,15097,20473,5100,697,4708,2940,3788,23487,21498,91357
600,Sodium silicate,1226,3,46,10,3,1,2,6,8,42,47,89
601,Disodium 5'-ribonucleotide,217,2,34,9,7,0,2,3,8,11,59,24
602,Diphosphates,8554,98,622,234,23,7,9,43,96,362,380,1840
603,Montanic acid esters,118,0,12,7,4,0,1,1,2,8,25,18
604,E15x food additive,384128,5668,27102,40843,33759,5416,5419,3844,9757,40631,26052,105787
605,Aluminium potassium sulphate,236,1,37,12,6,0,1,7,6,8,64,15
606,Glycerol,75193,820,3654,3424,3689,403,392,570,1248,6190,2897,21176
607,Magnesium salts of fatty acids,2,1,1,0,0,0,0,0,0,0,0,0
608,Tartrazine,2165,63,185,87,39,11,22,219,37,225,238,220
609,Sandalwood,1157,15,136,43,17,7,8,35,27,64,164,197
610,Tripotassium citrate,17,0,0,0,0,0,0,0,0,2,3,1
611,Sodium sulphates,84526,1142,6822,4306,385,3977,413,1654,7162,10006,2237,26006
612,Acacia gum,548,10,56,16,18,30,5,7,11,60,94,75
613,Protease,165671,2704,18750,11144,2196,987,2215,3668,9892,10763,11829,72716
614,Potassium bisulphite,592,21,82,27,10,1,7,5,5,28,112,77
615,Polyvinyl alcohol,15370,64,1030,291,32,30,48,46,249,1632,747,3435
616,Calcium ascorbate,444,6,73,26,9,0,4,4,9,75,93,43
617,Ammonia caramel,27,3,2,3,1,1,0,3,0,2,4,3
618,Potassium fumarate,340,2,55,11,8,1,2,1,3,7,80,29
619,Mineral oil medium and low viscosity class II,2,0,0,0,0,0,0,1,0,0,0,0
620,Fast Green FCF,1066,20,150,42,18,2,9,11,24,31,188,85
621,Fast Yellow AB,1250,8,172,37,36,2,10,7,18,38,221,91
622,Potassium hydroxide,3880,25,163,55,13,1,7,29,27,184,376,268
623,Fumaric acid,4960,76,429,143,73,61,47,93,198,853,465,1087
624,Sodium aluminium phosphate,236,3,45,13,7,1,6,3,5,6,61,15
625,Superglycerinated hydrogenated rapeseed oil,582,9,59,15,15,5,4,2,9,36,85,57
626,Konjac,1905,11,89,70,79,108,8,22,56,296,131,395
627,Copper sulphate,1150,33,70,28,13,8,8,16,27,133,102,193
628,Magnesium phosphates,543,1,67,15,5,0,3,5,10,11,103,53
629,Gum ghatti,391,4,56,11,8,2,6,5,4,20,80,26
630,Disodium tartrate,8,0,0,0,0,0,0,0,0,1,0,0
631,Tricalcium citrate,8,0,0,0,0,0,0,0,0,0,0,1
632,4-hexylresorcinol,286,11,43,15,9,0,2,1,15,32,46,56
633,Xylitol,4885,21,96,178,98,47,10,21,42,354,580,974
634,Sorbitol,14925,181,603,1714,254,90,76,162,196,1287,875,3417
635,Aluminium sulphate,400,6,40,11,8,0,3,4,10,15,82,41
636,Sorbitan monolaurate,757,7,74,13,11,4,6,4,11,84,67,192
637,Calcium erythorbin,711105,5959,64903,77357,13622,2001,19286,8476,24430,53288,60240,277302
638,Calcium stearoyl fumarate,235,1,40,9,6,1,2,1,5,8,62,22
639,E414a food additive,5,0,0,0,0,0,0,0,0,0,0,1
640,Curcumin,34928,1090,7357,2254,1029,586,1137,301,4415,22424,2268,15154
641,saccharin and its salts,6242,208,663,279,241,82,110,86,116,325,435,841
642,Lactic acid esters of mono- and diglycerides of fatty acids,6,0,0,0,0,1,0,0,0,0,1,1
643,Yellow iron oxide,15,0,1,0,0,0,0,0,0,1,0,3
644,Phytic acid,8214,97,582,204,69,87,24,42,104,896,569,1713
645,Ascorbic acid,83092,3060,6609,3009,1593,278,890,738,2207,62600,7881,16412
646,Cryptoaxanthin,0,0,0,0,0,0,0,0,0,0,0,0
647,Neohesperidine dihydrochalcone,150,2,7,2,3,0,1,2,3,3,45,6
648,Phosphated distarch phosphate,134,2,13,4,5,2,0,0,0,6,19,19
649,Heptylparaben,641,3,91,25,14,3,3,6,13,12,132,45
650,Monosodium citrate,10,0,0,0,0,0,0,0,0,0,0,1
